OBJECTID,Province_State,Country_Region,Lat,Long_,Confirmed,Recovered,Deaths,Active,Admin2,FIPS,Combined_Key,datetime
592,Volgograd Oblast,Russia,49.6048339,44.2903582,132909,0,5817,0,NA,NA,Volgograd Oblast, Russia,2022-01-18 16:21:15
593,Vologda Oblast,Russia,60.0391461,43.1215213,101847,0,3106,0,NA,NA,Vologda Oblast, Russia,2022-01-18 16:21:15
594,Voronezh Oblast,Russia,50.9800393,40.1506507,198756,0,7157,0,NA,NA,Voronezh Oblast, Russia,2022-01-18 16:21:15
595,Yamalo-Nenets Autonomous Okrug,Russia,67.1471631,74.3415488,63141,0,971,0,NA,NA,Yamalo-Nenets Autonomous Okrug, Russia,2022-01-18 16:21:15
596,Yaroslavl Oblast,Russia,57.7781976,39.0021095,89169,0,2028,0,NA,NA,Yaroslavl Oblast, Russia,2022-01-18 16:21:15
597,Zabaykalsky Krai,Russia,52.248521,115.956325,97908,0,1975,0,NA,NA,Zabaykalsky Krai, Russia,2022-01-18 16:21:15
598,NA,Rwanda,-1.9403,29.8739,125568,0,1411,0,NA,NA,Rwanda,2022-01-18 16:21:15
599,NA,Saint Kitts and Nevis,17.357822,-62.782998,5026,0,28,0,NA,NA,Saint Kitts and Nevis,2022-01-18 16:21:15
600,NA,Saint Lucia,13.9094,-60.9789,17666,0,314,0,NA,NA,Saint Lucia,2022-01-18 16:21:15
601,NA,Saint Vincent and the Grenadines,12.9843,-61.2872,6599,0,87,0,NA,NA,Saint Vincent and the Grenadines,2022-01-18 16:21:15
602,NA,Samoa,-13.759,-172.1046,3,0,0,0,NA,NA,Samoa,2022-01-18 16:21:15
603,NA,San Marino,43.9424,12.4578,10641,0,103,0,NA,NA,San Marino,2022-01-18 16:21:15
604,NA,Sao Tome and Principe,0.1864,6.6131,5569,0,66,0,NA,NA,Sao Tome and Principe,2022-01-18 16:21:15
605,NA,Saudi Arabia,23.885942,45.079162,626808,0,8910,0,NA,NA,Saudi Arabia,2022-01-18 16:21:15
606,NA,Senegal,14.4974,-14.4524,83174,0,1912,0,NA,NA,Senegal,2022-01-18 16:21:15
607,NA,Serbia,44.0165,21.0059,1467198,0,13124,0,NA,NA,Serbia,2022-01-18 16:21:15
608,NA,Seychelles,-4.6796,55.492,32846,0,140,0,NA,NA,Seychelles,2022-01-18 16:21:15
609,NA,Sierra Leone,8.460555,-11.779889,7558,0,125,0,NA,NA,Sierra Leone,2022-01-18 16:21:15
610,NA,Singapore,1.2833,103.8333,293014,0,843,0,NA,NA,Singapore,2022-01-18 16:21:15
611,NA,Slovakia,48.669,19.699,1424653,0,17398,0,NA,NA,Slovakia,2022-01-18 16:21:15
612,NA,Slovenia,46.1512,14.9955,547013,0,5715,0,NA,NA,Slovenia,2022-01-18 16:21:15
613,NA,Solomon Islands,-9.6457,160.1562,25,0,0,0,NA,NA,Solomon Islands,2022-01-18 16:21:15
614,NA,Somalia,5.152149,46.199616,24261,0,1335,0,NA,NA,Somalia,2022-01-18 16:21:15
615,NA,South Africa,-30.5595,22.9375,3560921,0,93451,0,NA,NA,South Africa,2022-01-18 16:21:15
616,NA,South Sudan,6.877,31.307,16533,0,136,0,NA,NA,South Sudan,2022-01-18 16:21:15
617,Andalusia,Spain,37.5443,-4.7278,1137643,0,11668,0,NA,NA,Andalusia, Spain,2022-01-18 16:21:15
618,Aragon,Spain,41.5976,-0.9057,308983,0,4242,0,NA,NA,Aragon, Spain,2022-01-18 16:21:15
619,Asturias,Spain,43.3614,-5.8593,142819,0,2217,0,NA,NA,Asturias, Spain,2022-01-18 16:21:15
620,Baleares,Spain,39.710358,2.995148,182036,0,1088,0,NA,NA,Baleares, Spain,2022-01-18 16:21:15
621,C. Valenciana,Spain,39.484,-0.7533,851611,0,8262,0,NA,NA,C. Valenciana, Spain,2022-01-18 16:21:15
622,Canarias,Spain,28.2916,-16.6291,224035,0,1289,0,NA,NA,Canarias, Spain,2022-01-18 16:21:15
623,Cantabria,Spain,43.1828,-3.9878,88768,0,653,0,NA,NA,Cantabria, Spain,2022-01-18 16:21:15
624,Castilla - La Mancha,Spain,39.2796,-3.0977,375238,0,6666,0,NA,NA,Castilla - La Mancha, Spain,2022-01-18 16:21:15
625,Castilla y Leon,Spain,41.8357,-4.3976,525373,0,7699,0,NA,NA,Castilla y Leon, Spain,2022-01-18 16:21:15
626,Catalonia,Spain,41.5912,1.5209,1604986,0,16217,0,NA,NA,Catalonia, Spain,2022-01-18 16:21:15
627,Ceuta,Spain,35.8894,-5.3213,14223,0,135,0,NA,NA,Ceuta, Spain,2022-01-18 16:21:15
628,Extremadura,Spain,39.4937,-6.0679,180392,0,2063,0,NA,NA,Extremadura, Spain,2022-01-18 16:21:15
629,Galicia,Spain,42.5751,-8.1339,367110,0,2840,0,NA,NA,Galicia, Spain,2022-01-18 16:21:15
630,La Rioja,Spain,42.2871,-2.5396,74562,0,864,0,NA,NA,La Rioja, Spain,2022-01-18 16:21:15
631,Madrid,Spain,40.4168,-3.7038,1353424,0,16439,0,NA,NA,Madrid, Spain,2022-01-18 16:21:15
632,Melilla,Spain,35.2923,-2.9381,16599,0,124,0,NA,NA,Melilla, Spain,2022-01-18 16:21:15
633,Murcia,Spain,37.9922,-1.1307,258434,0,1887,0,NA,NA,Murcia, Spain,2022-01-18 16:21:15
634,Navarra,Spain,42.6954,-1.6761,179838,0,1348,0,NA,NA,Navarra, Spain,2022-01-18 16:21:15
635,Pais Vasco,Spain,42.9896,-2.6189,538429,0,5292,0,NA,NA,Pais Vasco, Spain,2022-01-18 16:21:15
636,Unknown,Spain,NA,NA,0,0,0,0,NA,NA,Unknown, Spain,2021-04-25 23:20:49
637,NA,Sri Lanka,7.873054,80.771797,597707,0,15231,0,NA,NA,Sri Lanka,2022-01-18 16:21:15
638,NA,Sudan,12.8628,30.2176,51802,0,3388,0,NA,NA,Sudan,2022-01-18 16:21:15
639,NA,Summer Olympics 2020,35.6491,139.7737,865,0,0,0,NA,NA,Summer Olympics 2020,2022-01-18 16:21:15
640,NA,Suriname,3.9193,-56.0278,65282,0,1216,0,NA,NA,Suriname,2022-01-18 16:21:15
641,Blekinge,Sweden,56.2784,15.018,18223,0,140,0,NA,NA,Blekinge, Sweden,2022-01-18 16:21:15
642,Dalarna,Sweden,61.0917,14.6664,41950,0,371,0,NA,NA,Dalarna, Sweden,2022-01-18 16:21:15
643,Gavleborg,Sweden,61.3012,16.1534,49234,0,580,0,NA,NA,Gavleborg, Sweden,2022-01-18 16:21:15
644,Gotland,Sweden,57.4684,18.4867,6179,0,54,0,NA,NA,Gotland, Sweden,2022-01-18 16:21:15
645,Halland,Sweden,56.8967,12.8034,63918,0,341,0,NA,NA,Halland, Sweden,2022-01-18 16:21:15
646,Jamtland Harjedalen,Sweden,63.1712,14.9592,19636,0,130,0,NA,NA,Jamtland Harjedalen, Sweden,2022-01-18 16:21:15
647,Jonkoping,Sweden,57.3708,14.3439,59481,0,577,0,NA,NA,Jonkoping, Sweden,2022-01-18 16:21:15
648,Kalmar,Sweden,57.235,16.1849,34355,0,263,0,NA,NA,Kalmar, Sweden,2022-01-18 16:21:15
649,Kronoberg,Sweden,56.7183,14.4115,31601,0,334,0,NA,NA,Kronoberg, Sweden,2022-01-18 16:21:15
650,Norrbotten,Sweden,66.8309,20.3992,34685,0,300,0,NA,NA,Norrbotten, Sweden,2022-01-18 16:21:15
651,Orebro,Sweden,59.535,15.0066,45898,0,364,0,NA,NA,Orebro, Sweden,2022-01-18 16:21:15
652,Ostergotland,Sweden,58.3454,15.5198,58236,0,675,0,NA,NA,Ostergotland, Sweden,2022-01-18 16:21:15
653,Skane,Sweden,55.9903,13.5958,238935,0,1892,0,NA,NA,Skane, Sweden,2022-01-18 16:21:15
654,Sormland,Sweden,59.0336,16.7519,39994,0,493,0,NA,NA,Sormland, Sweden,2022-01-18 16:21:15
655,Stockholm,Sweden,59.6025,18.1384,417548,0,4637,0,NA,NA,Stockholm, Sweden,2022-01-18 16:21:15
656,Uppsala,Sweden,60.0092,17.2715,59644,0,565,0,NA,NA,Uppsala, Sweden,2022-01-18 16:21:15
657,Varmland,Sweden,59.7294,13.2354,34248,0,233,0,NA,NA,Varmland, Sweden,2022-01-18 16:21:15
658,Vasterbotten,Sweden,65.3337,16.5162,34586,0,204,0,NA,NA,Vasterbotten, Sweden,2022-01-18 16:21:15
659,Vasternorrland,Sweden,63.4276,17.7292,35797,0,489,0,NA,NA,Vasternorrland, Sweden,2022-01-18 16:21:15
660,Vastmanland,Sweden,59.6714,16.2159,46744,0,391,0,NA,NA,Vastmanland, Sweden,2022-01-18 16:21:15
661,Vastra Gotaland,Sweden,58.2528,13.0596,278860,0,2524,0,NA,NA,Vastra Gotaland, Sweden,2022-01-18 16:21:15
662,NA,Switzerland,46.8182,8.2275,1763497,0,12529,0,NA,NA,Switzerland,2022-01-18 16:21:15
663,NA,Syria,34.802075,38.996815,50748,0,2950,0,NA,NA,Syria,2022-01-18 16:21:15
664,NA,Taiwan*,23.7,121,17951,0,851,0,NA,NA,Taiwan*,2022-01-18 16:21:15
665,NA,Tajikistan,38.861,71.2761,17493,0,125,0,NA,NA,Tajikistan,2022-01-18 16:21:15
666,NA,Tanzania,-6.369028,34.888822,31395,0,745,0,NA,NA,Tanzania,2022-01-18 16:21:15
667,NA,Thailand,15.870032,100.992541,2308615,0,21898,0,NA,NA,Thailand,2022-01-18 16:21:15
668,NA,Timor-Leste,-8.874217,125.727539,19865,0,122,0,NA,NA,Timor-Leste,2022-01-18 16:21:15
669,NA,Togo,8.6195,0.8248,35993,0,263,0,NA,NA,Togo,2022-01-18 16:21:15
670,NA,Tonga,-21.179,-175.1982,1,0,0,0,NA,NA,Tonga,2022-01-18 16:21:15
671,NA,Trinidad and Tobago,10.6918,-61.2225,101376,0,3208,0,NA,NA,Trinidad and Tobago,2022-01-18 16:21:15
672,NA,Tunisia,33.886917,9.537499,791917,0,25817,0,NA,NA,Tunisia,2022-01-18 16:21:15
673,NA,Turkey,38.9637,35.2433,10524029,0,84920,0,NA,NA,Turkey,2022-01-18 16:21:15
674,NA,Uganda,1.373333,32.290275,158933,0,3437,0,NA,NA,Uganda,2022-01-18 16:21:15
675,Cherkasy Oblast,Ukraine,49.4444,32.0598,131858,0,2725,0,NA,NA,Cherkasy Oblast, Ukraine,2022-01-18 16:21:15
676,Chernihiv Oblast,Ukraine,51.4982,31.2893,97158,0,2533,0,NA,NA,Chernihiv Oblast, Ukraine,2022-01-18 16:21:15
677,Chernivtsi Oblast,Ukraine,48.2917,25.9352,123048,0,3064,0,NA,NA,Chernivtsi Oblast, Ukraine,2022-01-18 16:21:15
678,Crimea Republic*,Ukraine,45.2835,34.2008,128595,0,4597,0,NA,NA,Crimea Republic*, Ukraine,2022-01-18 16:21:15
679,Dnipropetrovsk Oblast,Ukraine,48.4647,35.0462,245523,0,9039,0,NA,NA,Dnipropetrovsk Oblast, Ukraine,2022-01-18 16:21:15
680,Donetsk Oblast,Ukraine,48.0159,37.8028,171099,0,5234,0,NA,NA,Donetsk Oblast, Ukraine,2022-01-18 16:21:15
681,Ivano-Frankivsk Oblast,Ukraine,48.9226,24.7111,134935,0,3169,0,NA,NA,Ivano-Frankivsk Oblast, Ukraine,2022-01-18 16:21:15
682,Kharkiv Oblast,Ukraine,49.9935,36.2304,250153,0,6493,0,NA,NA,Kharkiv Oblast, Ukraine,2022-01-18 16:21:15
683,Kherson Oblast,Ukraine,46.6354,32.6169,80050,0,2727,0,NA,NA,Kherson Oblast, Ukraine,2022-01-18 16:21:15
684,Khmelnytskyi Oblast,Ukraine,49.423,26.9871,150539,0,3423,0,NA,NA,Khmelnytskyi Oblast, Ukraine,2022-01-18 16:21:15
685,Kiev,Ukraine,50.4501,30.5234,346228,0,8377,0,NA,NA,Kiev, Ukraine,2022-01-18 16:21:15
686,Kiev Oblast,Ukraine,50.053,30.7667,189581,0,4781,0,NA,NA,Kiev Oblast, Ukraine,2022-01-18 16:21:15
687,Kirovohrad Oblast,Ukraine,48.5079,32.2623,34123,0,1597,0,NA,NA,Kirovohrad Oblast, Ukraine,2022-01-18 16:21:15
688,Luhansk Oblast,Ukraine,48.574,39.3078,60958,0,2243,0,NA,NA,Luhansk Oblast, Ukraine,2022-01-18 16:21:15
689,Lviv Oblast,Ukraine,49.8397,24.0297,228608,0,6112,0,NA,NA,Lviv Oblast, Ukraine,2022-01-18 16:21:15
690,Mykolaiv Oblast,Ukraine,46.975,31.9946,117234,0,3354,0,NA,NA,Mykolaiv Oblast, Ukraine,2022-01-18 16:21:15
691,Odessa Oblast,Ukraine,46.4846,30.7326,244751,0,5658,0,NA,NA,Odessa Oblast, Ukraine,2022-01-18 16:21:15
692,Poltava Oblast,Ukraine,49.5883,34.5514,144603,0,3887,0,NA,NA,Poltava Oblast, Ukraine,2022-01-18 16:21:15
693,Rivne Oblast,Ukraine,50.6199,26.2516,130322,0,2326,0,NA,NA,Rivne Oblast, Ukraine,2022-01-18 16:21:15
694,Sevastopol*,Ukraine,44.6054,33.522,54091,0,1913,0,NA,NA,Sevastopol*, Ukraine,2022-01-18 16:21:15
695,Sumy Oblast,Ukraine,50.9077,34.7981,135676,0,2915,0,NA,NA,Sumy Oblast, Ukraine,2022-01-18 16:21:15
696,Ternopil Oblast,Ukraine,49.5535,25.5948,111351,0,2177,0,NA,NA,Ternopil Oblast, Ukraine,2022-01-18 16:21:15
697,Vinnytsia Oblast,Ukraine,49.2331,28.4682,116904,0,3256,0,NA,NA,Vinnytsia Oblast, Ukraine,2022-01-18 16:21:15
698,Volyn Oblast,Ukraine,50.7472,25.3254,105148,0,2224,0,NA,NA,Volyn Oblast, Ukraine,2022-01-18 16:21:15
699,Zakarpattia Oblast,Ukraine,48.6208,22.2879,90789,0,2491,0,NA,NA,Zakarpattia Oblast, Ukraine,2022-01-18 16:21:15
700,Zaporizhia Oblast,Ukraine,47.8388,35.1396,184063,0,5437,0,NA,NA,Zaporizhia Oblast, Ukraine,2022-01-18 16:21:15
701,Zhytomyr Oblast,Ukraine,50.2547,28.6587,143386,0,3307,0,NA,NA,Zhytomyr Oblast, Ukraine,2022-01-18 16:21:15
702,NA,United Arab Emirates,23.424076,53.847818,811029,0,2198,0,NA,NA,United Arab Emirates,2022-01-18 16:21:15
703,Anguilla,United Kingdom,18.2206,-63.0686,2109,0,7,0,NA,NA,Anguilla, United Kingdom,2022-01-18 16:21:15
704,Bermuda,United Kingdom,32.3078,-64.7505,9144,0,110,0,NA,NA,Bermuda, United Kingdom,2022-01-18 16:21:15
705,British Virgin Islands,United Kingdom,18.4207,-64.64,5449,0,47,0,NA,NA,British Virgin Islands, United Kingdom,2022-01-18 16:21:15
706,Cayman Islands,United Kingdom,19.3133,-81.2546,12023,0,15,0,NA,NA,Cayman Islands, United Kingdom,2022-01-18 16:21:15
707,Channel Islands,United Kingdom,49.3723,-2.3644,36852,0,122,0,NA,NA,Channel Islands, United Kingdom,2022-01-18 16:21:15
708,England,United Kingdom,52.3555,-1.1743,12979908,0,132264,0,NA,NA,England, United Kingdom,2022-01-18 16:21:15
709,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,85,0,0,0,NA,NA,Falkland Islands (Malvinas), United Kingdom,2022-01-18 16:21:15
710,Gibraltar,United Kingdom,36.1408,-5.3536,11064,0,100,0,NA,NA,Gibraltar, United Kingdom,2022-01-18 16:21:15
711,Isle of Man,United Kingdom,54.2361,-4.5481,19956,0,70,0,NA,NA,Isle of Man, United Kingdom,2022-01-18 16:21:15
712,Montserrat,United Kingdom,16.742498,-62.187366,146,0,1,0,NA,NA,Montserrat, United Kingdom,2022-01-18 16:21:15
713,Northern Ireland,United Kingdom,54.7877,-6.4923,483627,0,3042,0,NA,NA,Northern Ireland, United Kingdom,2022-01-18 16:21:15
714,Saint Helena, Ascension and Tristan da Cunha,United Kingdom,-7.9467,-14.3559,4,0,0,0,NA,NA,Saint Helena, Ascension and Tristan da Cunha, United Kingdom,2022-01-18 16:21:15
715,Scotland,United Kingdom,56.4907,-4.2026,1097158,0,10062,0,NA,NA,Scotland, United Kingdom,2022-01-18 16:21:15
716,Turks and Caicos Islands,United Kingdom,21.694,-71.7979,5110,0,30,0,NA,NA,Turks and Caicos Islands, United Kingdom,2022-01-18 16:21:15
717,Unknown,United Kingdom,NA,NA,0,0,0,0,NA,NA,Unknown, United Kingdom,2022-01-18 16:21:15
718,Wales,United Kingdom,52.1307,-3.7837,744717,0,6707,0,NA,NA,Wales, United Kingdom,2022-01-18 16:21:15
719,NA,Uruguay,-32.5228,-55.7658,520822,0,6248,0,NA,NA,Uruguay,2022-01-18 16:21:15
720,NA,Uzbekistan,41.377491,64.585262,207057,0,1522,0,NA,NA,Uzbekistan,2022-01-18 16:21:15
721,NA,Vanuatu,-15.3767,166.9592,7,0,1,0,NA,NA,Vanuatu,2022-01-18 16:21:15
722,NA,Venezuela,6.4238,-66.5897,456641,0,5383,0,NA,NA,Venezuela,2022-01-18 16:21:15
723,NA,Vietnam,14.058324,108.277199,2062128,0,35972,0,NA,NA,Vietnam,2022-01-18 16:21:15
724,NA,West Bank and Gaza,31.9522,35.2332,476328,0,5019,0,NA,NA,West Bank and Gaza,2022-01-18 16:21:15
725,NA,Yemen,15.552727,48.516388,10352,0,1992,0,NA,NA,Yemen,2022-01-18 16:21:15
726,NA,Zambia,-13.133897,27.849332,296817,0,3866,0,NA,NA,Zambia,2022-01-18 16:21:15
727,NA,Zimbabwe,-19.015438,29.154857,226460,0,5258,0,NA,NA,Zimbabwe,2022-01-18 16:21:15
728,Mississippi,US,32.741646,-89.678696,634628,0,10625,0,NA,28,Mississippi, US,2022-01-18 16:21:15
729,Grand Princess,US,37.64894,-122.665479,103,0,3,0,NA,NA,Grand Princess, US,2020-08-04 02:27:56
730,Oklahoma,US,35.565342,-96.928917,839143,0,12775,0,NA,40,Oklahoma, US,2022-01-18 16:21:15
731,Delaware,US,39.318523,-75.507141,229759,0,2424,0,NA,10,Delaware, US,2022-01-18 16:21:15
732,Minnesota,US,45.694454,-93.900192,1138246,0,11111,0,NA,27,Minnesota, US,2022-01-18 16:21:15
733,Illinois,US,40.349457,-88.986137,2589640,0,31532,0,NA,17,Illinois, US,2022-01-18 16:21:15
734,Arkansas,US,34.969704,-92.373123,684776,0,9437,0,NA,05,Arkansas, US,2022-01-18 16:21:15
735,New Mexico,US,34.840515,-106.248482,398939,0,6145,0,NA,35,New Mexico, US,2022-01-18 16:21:15
736,Indiana,US,39.849426,-86.258278,1462456,0,20308,0,NA,18,Indiana, US,2022-01-18 16:21:15
737,Louisiana,US,31.169546,-91.867805,996623,0,15137,0,NA,22,Louisiana, US,2022-01-18 16:21:15
738,Texas,US,31.054487,-97.563461,5565494,0,77223,0,NA,48,Texas, US,2022-01-18 16:21:15
739,Wisconsin,US,44.268543,-89.616508,1380799,0,11712,0,NA,55,Wisconsin, US,2022-01-18 16:21:15
740,Kansas,US,38.5266,-96.726486,621692,0,7163,0,NA,20,Kansas, US,2022-01-18 16:21:15
741,Recovered,US,0,0,0,0,0,0,NA,NA,Recovered, US,2022-01-18 16:21:15
742,American Samoa,US,-14.271,-170.132,10,0,0,0,NA,NA,American Samoa, US,2022-01-18 16:21:15
743,Connecticut,US,41.597782,-72.755371,653416,0,9554,0,NA,09,Connecticut, US,2022-01-18 16:21:15
744,Virgin Islands,US,18.3358,-64.8963,13760,0,91,0,NA,NA,Virgin Islands, US,2022-01-18 16:21:15
745,California,US,36.116203,-119.681564,7143318,0,77938,0,NA,06,California, US,2022-01-18 16:21:15
746,Puerto Rico,US,18.2208,-66.5901,419350,0,3542,0,NA,72,Puerto Rico, US,2022-01-18 16:21:15
747,Georgia,US,33.040619,-83.643074,2148468,0,31997,0,NA,13,Georgia, US,2022-01-18 16:21:15
748,North Dakota,US,47.528912,-99.784012,196299,0,2092,0,NA,38,North Dakota, US,2022-01-18 16:21:15
749,Pennsylvania,US,40.590752,-77.209755,2474466,0,38619,0,NA,42,Pennsylvania, US,2022-01-18 16:21:15
750,West Virginia,US,38.491226,-80.954453,392737,0,5561,0,NA,54,West Virginia, US,2022-01-18 16:21:15
751,Alaska,US,61.370716,-152.404419,178618,0,987,0,NA,02,Alaska, US,2022-01-18 16:21:15
752,Tennessee,US,35.747845,-86.692345,1540515,0,21121,0,NA,47,Tennessee, US,2022-01-18 16:21:15
753,United States Virgin Islands,US,18.35,-64.933,0,0,0,0,NA,NA,United States Virgin Islands, US,NA
754,Missouri,US,38.456085,-92.288368,1185499,0,16822,0,NA,29,Missouri, US,2022-01-18 16:21:15
755,South Dakota,US,44.299782,-99.438828,203137,0,2559,0,NA,46,South Dakota, US,2022-01-18 16:21:15
756,Colorado,US,39.059811,-105.311104,1133675,0,10659,0,NA,08,Colorado, US,2022-01-18 16:21:15
757,New Jersey,US,40.298904,-74.521011,2014702,0,30170,0,NA,34,New Jersey, US,2022-01-18 16:21:15
758,Guam,US,13.4443,144.7937,24218,0,274,0,NA,NA,Guam, US,2022-01-18 16:21:15
759,Washington,US,47.400902,-121.490494,1041456,0,10196,0,NA,53,Washington, US,2022-01-18 16:21:15
760,New York,US,42.165726,-74.948051,4554832,0,62324,0,NA,36,New York, US,2022-01-18 16:21:15
761,Nevada,US,38.313515,-117.055374,549198,0,8626,0,NA,32,Nevada, US,2022-01-18 16:21:15
762,Northern Mariana Islands,US,15.0979,145.6739,3971,0,21,0,NA,NA,Northern Mariana Islands, US,2022-01-18 16:21:15
763,Diamond Princess,US,35.4437,139.638,49,0,0,0,NA,NA,Diamond Princess, US,2020-08-04 02:27:56
764,Maryland,US,39.063946,-76.802101,909424,0,12786,0,NA,24,Maryland, US,2022-01-18 16:21:15
765,Idaho,US,44.240459,-114.478828,340857,0,4274,0,NA,16,Idaho, US,2022-01-18 16:21:15
766,Wyoming,US,42.755966,-107.30249,126468,0,1588,0,NA,56,Wyoming, US,2022-01-18 16:21:15
767,Arizona,US,33.729759,-111.431221,1621858,0,25212,0,NA,04,Arizona, US,2022-01-18 16:21:15
768,Iowa,US,42.011539,-93.210526,645410,0,8201,0,NA,19,Iowa, US,2022-01-18 16:21:15
769,Michigan,US,43.326618,-84.536095,1984056,0,30709,0,NA,26,Michigan, US,2022-01-18 16:21:15
770,Utah,US,40.150032,-111.862434,750334,0,3951,0,NA,49,Utah, US,2022-01-18 16:21:15
771,Virginia,US,37.769337,-78.169968,1407403,0,15822,0,NA,51,Virginia, US,2022-01-18 16:21:15
772,Oregon,US,44.572021,-122.070938,513391,0,5883,0,NA,41,Oregon, US,2022-01-18 16:21:15
773,Montana,US,46.921925,-110.454353,212078,0,2945,0,NA,30,Montana, US,2022-01-18 16:21:15
774,New Hampshire,US,43.452492,-71.563896,235898,0,2079,0,NA,33,New Hampshire, US,2022-01-18 16:21:15
775,Massachusetts,US,42.230171,-71.530106,1426283,0,20939,0,NA,25,Massachusetts, US,2022-01-18 16:21:15
776,South Carolina,US,33.856892,-80.945007,1153125,0,14914,0,NA,45,South Carolina, US,2022-01-18 16:21:15
777,Vermont,US,44.045876,-72.710686,90668,0,497,0,NA,50,Vermont, US,2022-01-18 16:21:15
778,Florida,US,27.766279,-81.686783,5041918,0,62504,0,NA,12,Florida, US,2022-01-18 16:21:15
779,Hawaii,US,21.094318,-157.498337,174586,0,1126,0,NA,15,Hawaii, US,2022-01-18 16:21:15
780,Kentucky,US,37.66814,-84.670067,975346,0,12518,0,NA,21,Kentucky, US,2022-01-18 16:21:15
781,Rhode Island,US,41.680893,-71.51178,313700,0,3188,0,NA,44,Rhode Island, US,2022-01-18 16:21:15
782,Nebraska,US,41.12537,-98.268082,392027,0,3540,0,NA,31,Nebraska, US,2022-01-18 16:21:15
783,Ohio,US,40.388783,-82.764915,2403645,0,30922,0,NA,39,Ohio, US,2022-01-18 16:21:15
784,Alabama,US,32.3182,-86.9023,1071264,0,16734,0,NA,01,Alabama, US,2022-01-18 16:21:15
785,North Carolina,US,35.630066,-79.806419,2011302,0,19903,0,NA,37,North Carolina, US,2022-01-18 16:21:15
786,District of Columbia,US,38.897438,-77.026817,121871,0,1255,0,NA,11,District of Columbia, US,2022-01-18 16:21:15
787,Maine,US,44.693947,-69.381927,161395,0,1658,0,NA,23,Maine, US,2022-01-18 16:21:15
